"Search Parameters"	"Id"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Country"	"Area"	"Region"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"Mw"	"Ms"	"Mb"	"Ml"	"Mfa"	"Unk"	"MMI Int"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
	1180	1709	10	14						"CHINA"		30	"CHINA:  NINGXIA"	37.4	105.3		7.5		7.5					10	2032	4						4		4			2032	4						4		4		
	5994	1710	3	6				381		"INDONESIA"		170	"INDONESIA:  BANDANEIRA"	-4.53	129.9									9								3				3								3				3
	8100	1710	4	16				3576		"CHINA"		30	"CHINA:  HUNAN PROVINCE"	27.8	111.3		5.5		5.5					7								2		3										2		3		
	1181	1711	3	19			0			"JAPAN"		30	"JAPAN:  MIMASAKA"	35.5	133										4	1						2																
	1182	1711	8	16						"MEXICO"		150	"MEXICO:  MEXICO CITY, COLIMA, GUADALAJARA"	19.2	-103.7											2						3						2						3				
	6021	1711	9	5				383		"INDONESIA"		170	"INDONESIA:  BANDA SEA"	-4	129		7		7																		2	1						1	2	1		
	1184	1711	10	6			0			"FRANCE"		120	"FRANCE:  MONCONTOUR,LOUDUN"	47	0.1									8								3																
	5995	1711	12	20				384		"JAPAN"		30	"SEIONAIKAI, JAPAN"	34.3	134		6.7		6.7						1000	3						3	1713	4			1000	3						3	1713	4		
	1185	1713	2	26						"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  S OF XUNDIAN"	25.4	103.2		6.8		6.8					9	2100	4						4		4			2100	4						4		4		
	1186	1713	9	4						"CHINA"		30	"CHINA:  SICHUAN PROVINCE:  DIEXI, MAOXIAN"	32	103.7		6.5		6.5					8		3						1		1				3						1		1		
	10498	1713								"INDIA"		60	"INDIA:  ARUNACHAL; BHUTAN"	27.5	93											3						3		3				3						3		3		
	1187	1714	4	28						"JAPAN"		30	"JAPAN:  OOMATI"	36.5	138										56	2						1	300	3			56	2						1	300	3		
	1188	1714	5	15						"MEXICO"		150	"MEXICO: OAXACA; VERACRUZ"	17	-96.3									9								3				3								3				3
	1189	1714	7	27						"GREECE"		130	"GREECE:  PATRAS"	38.2	21.7		6.3		6.3					8								2		3										2		3		
	7706	1714	8	4				3351		"MYANMAR (BURMA)"		60	"MYNAMAR (BURMA):  AVA (INNWA)"	21.85	95.967																																	
	1190	1714	9	3						"GREECE"		130	"GREECE:  PATRAS"	38.25	21.73									6								1		1										1		1		
	1192	1715	3	8						"TURKEY"		140	"TURKEY:  MAHMATAN, VAN"	38.7	43.9		6.6		6.6							3						3		3		3		3						3		3		
	5996	1715	8	23	0			385		"PERU"		160	"PERU:  MOQUEGUA, AREQUIPA; CHILE:  ARICA"	-17.3	-70.8	80	7.5		7.5					7		1						1		1				1						1		1		
	6032	1715	12	29				386		"JAPAN"		30	"SEIKAIDO, JAPAN"	33.3	131.7		6.6		6.6																													
	1191	1715					0			"TURKEY"		140	"TURKEY:  VAN,ERCIS"	38.3	43.2																	2																
	1197	1716	2	3						"ALGERIA"		15	"ALGERIA:  ALGIERS"	36.8	3																	1												1				
	1198	1716	2	6						"PERU"		160	"PERU:  PUEBLO DE TORATA IN TACNA"	-17.2	-71.2	40	8.8						8.8	9		3						1						3										
	1201	1716	2	11	1					"PERU"		160	"PERU"	-13.7	-76	50	8.6						8.6	10																								
	1202	1716	2	16						"MEXICO"		150	"MEXICO:  BAJA CALIFORNIA"	29	-114																	2												2				
	1203	1716	5							"ALGERIA"		15	"ALGERIA:  ALGIERS"	36.8	3										20000	4						4					20000	4						4				
	1205	1716	9	24				387	752	"PHILIPPINES"		170	"PHILIPPINES:  TAAL, MANILA, RIZAL, LAGUNA, CAVITE"	14.002	120.993									7								3		3				1						3		3		
	1196	1716								"CHINA"		40	"CHINA:  S XINJIANG:  AKSU, BALKHASH"	41.2	80.3	30	7.5		7.5				7.5	9								3												3				
	1207	1717	5	13			0			"JAPAN"		30	"JAPAN:  HANAMAKI"	39	142.7		7.6						7.6																									
	1208	1717	7	28			0			"CROATIA"		130	"BALKANS NW:  CROATIA"	44.1	15.2									10																								
	1206	1717					0			"USA TERRITORY"	"PR"	90	"PUERTO RICO:  ARECIBO"	18.3	-66.4																	3																
	1210	1718	6	19						"CHINA"		30	"CHINA:  GANSU PROVINCE"	35	105.2		7.5		7.5					10	73000	4						4		4			73000	4						4		4		
	10688	1719	3	6	5					"PORTUGAL"		130	"PORTUGAL: ALGARVE; SPAIN"	37.13	-8.5									7	3	1						2		2			3	1						2		2		
	1212	1719	5	25						"TURKEY"		140	"TURKEY"	40.8	29.4									10																								
	1211	1719								"MOROCCO"		15	"MOROCCO:  MARRAKECH"	31.4	-8																	3																
	6881	1719								"EL SALVADOR"		100	"EL SALVADOR:  SAN SALVADOR"													3						4						3						4				
	1213	1720	7	12						"CHINA"		30	"CHINA:  HEBEI PROVINCE"	40.4	115.5		6.8		6.8					9		3						2		2				2						2		2		
	1215	1720	7	15						"INDIA"		60	"INDIA:  DELHI"	29	77.5											3						2																
	1216	1720	8	12			0			"AZORES (PORTUGAL)"		130	"AZORES:  SAO MIGUEL (SAN MIGUEL)"	38.218	-26.635									10																								
	7962	1720	10	31						"TAIWAN"		30	"TAIWAN:  TAINAN"	20.3	120.3		5.5		5.5					7		3						1		1				3						1		1		
	1218	1720	12	8			0			"AZORES (PORTUGAL)"		130	"AZORES:  ATLANTIC"	38.2	-26.6									10																								
	1219	1720	12	20	4	30	0			"SWITZERLAND"		120	"SWITZERLAND"	47.4	9.5									8								3																
	7921	1721	1	5						"TAIWAN"		30	"TAIWAN:  TAINAN"	23	120.3		6		6					8		3						3		3				3						3		3		
	1220	1721	1	12						"CROATIA"		130	"BALKANS NW:  CROATIA"	45.3	14.4									10																								
	1221	1721	1	14	11					"PHILIPPINES"		170	"PHILIPPINES:  NE LUZON:  CAGAYAN VALLEY"	18	121.5																	2																
	1222	1721	4	26	3					"IRAN"		140	"IRAN:  TABRIZ"	37.9	46.7		7.7		7.7						40000	4						4		4			40000	4						4		4		
	8117	1721						3581		"TAIWAN"		30	"TAIWAN:  TAINAN"	23	120.2										2000	4						4		4			2000	4						4		4		
	1225	1722	5	22						"GREECE"		130	"GREECE:  LEFKADA:  DAMILIANI, ATHANI, HAGIOS PETROS"	38.7	20.6									9		3						2		3										2		3		
	9533	1722	10					392		"INDONESIA"		60	"INDONESIA:  JAVA: DJAKARTA (JAKARTA)"	-6.174	106.829									9																								
	1227	1722	12	27	16	30		393		"PORTUGAL"		130	"PORTUGAL:  TAVIRA, ALGARVE"	37.2	-7.6									10		3						2	27	1				3						2	27	1		
	1228	1723	2	18	2			394		"GREECE"		130	"GREECE:  LEFKADA"	38.5	20.5		7		7					10		1						2		3				1						2		3		
	1230	1725	1	7	4	25				"PERU"		160	"PERU: TRUJILLO, ANCASH, LIMA"	-9	-79	60	7.7		7.7					9	1500	4						3		3			1500	4						3		3		
	1234	1725	1	8	13	0				"PERU"		160	"PERU:  AREQUIPA"	-16.4	-70.8	3	7.6		7.6					7								1				1								1				1
	1233	1725	1	8						"CHINA"		30	"CHINA:  YUNNAN PROVINCE:   SONGMING, YILIANG"	25.1	103.1		6		6					8	614	3			184	3		3		3			614	3			184	3		3		3		
	1235	1725	2	1	11		0			"RUSSIA"		40	"RUSSIA:  E OF LAKE BAYKAL (BAIKAL)"	56.5	118.5	50	8.2						8.2	11																								
	6022	1725	3	27				397		"PERU"		160	"PERU:  CALLAO"	-16.6	-72.7	50								7																				2				
	7922	1725	8	2						"CHINA"		30	"CHINA:  SICHUAN PROVINCE:  KANGDING"	30.1	101.9		5.5		5.5					7		4						2						4						2				
	5997	1726	4	1				399		"JAPAN"		30	"JAPAN:  KATSUYAMA"	36.3	136		6.6		6.6																			3						2		2		
	1237	1726	9	1				3154		"ITALY"		130	"ITALY:  PALERMO, MARSALA, MAZZARA"	38.1	13.35									9	250	3						3	1614	4			250	3						3	1614	4		
	1238	1727	3	10						"MEXICO"		150	"MEXICO:  MEXICO CITY,OAXACA"	19.2	-99.1																	3												3				
	1239	1727	6	20						"NORTH KOREA"		30	"NORTH KOREA:  HAMHUNG"	39.5	127.3		5.7						5.7	7								2																
	10004	1727	7	4				3157		"ITALY"		130	"ITALY:  SCIACCA"	37.5	13		5.2		5.2					5																								
	1241	1727	11	7			0			"MARTINIQUE"		90	"MARTINIQUE"	14.4	-61																	2																
	1242	1727	11	18						"IRAN"		140	"IRAN:  TABRIZ"	38	46.3									8	77000	4						4					77000							4				
	1243	1728	11	28			0			"PHILIPPINES"		170	"PHILIPPINES:  S LUZON:  MANILA"	14.4	121									9								2																
	1244	1729	8	1			0			"JAPAN"		30	"JAPAN:  NOTO"	37.5	137										5	1						2																
	1247	1730	3	28			0			"ITALY"		130	"ITALY:  MASSA,CARRARA"	44	10.1									9		3																						
	1248	1730	5	12	3	15	0			"ITALY"		130	"ITALY:  NORCIA"	42.8	13									10	200	3						3																
	1249	1730	6	13			0			"AZORES (PORTUGAL)"		130	"AZORES:  LUZ"	38.5	-28									11																								
	1246	1730	7	8	8	45		400		"CHILE"		160	"CHILE:  VALPARAISO"	-32.5	-71.5		9.1	9.1	8.7					11	2	1						3		3			5	1						3		3		
	1253	1730	9	30						"CHINA"		30	"CHINA:  BEIJING"	40	116.2		6.5		6.5					8	658	3						4	26000	4			658	3						4	26000	4		
	9815	1730	11	10				5424		"JAPAN"		30	"JAPAN:  KASHIMA"	36.2	142.2		7.6		7.6																													
	1245	1730					0			"PHILIPPINES"		170	"PHILIPPINES:  TAYABAS,LAGUNA"	14.1	121.4									9								2																
	1256	1731	3	20	2	30		3159		"ITALY"		130	"ITALY:  FOGGIA"	41.5	15.5		6.3						6.3	10	3600	4						3					3600	4						3				
	10028	1731	10	7				401		"JAPAN"		30	"KOORI"	37.9	140.6		6.6		6.6																													
	1257	1731	11	15						"MEXICO"		150	"MEXICO"	23	-102										1	1						2		1			1	1						2		1		
	1255	1731								"MOROCCO"		15	"MOROCCO:  SANTA CRUZ (AGADIR)"	30.3	-9.4																	3												3				
	5999	1732	2	25				404		"MEXICO"		150	"S. MEXICO"	16.8	-99.9																	3		3										3		3		
	1259	1732	11	29						"ITALY"		130	"ITALY:  ARIANO, LUCANIE, AVELLINO"	41.08	15.15									10	1940	4						3		3			1940	4						3		3		
	6000	1732	12	4				406		"JAPAN"		30	"JAPAN:  KUJUKURI BEACH"	35.2	140.8		6.5		6.5																													
	7264	1732								"ICELAND"		120	"ICELAND:  SOUTHERN LOWLAND"																			3		3										3		3		
	1261	1733	8	2						"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  DONGCHUAN"	26.2	103.1		7.5		7.5					10		2						2		2				2						2		2		
	1262	1733	11	29			0			"ERITREA"		10	"ETHIOPIA:  ERITREA"	15.7	39											2																						
	7262	1734								"UK"		120	"UNITED KINGDOM:  IRELAND"																			3	105	3	105	3								3	105	3		
	7263	1734								"ICELAND"		120	"ICELAND:  SOUTHERN LOWLAND"																			3		3										3		3		
	1263	1735	2	2	18					"COLOMBIA"		160	"COLOMBIA:  POPAYAN"	2.6	-76.5	20	4.5		4.5							1						3		3				1						3		3		
	6014	1735	12	27				407		"PHILIPPINES"		170	"E. LUZON ISLAND, PHILIPPINES"	15.8	121.7																							3						2		3		
	1265	1736	1	30						"TAIWAN"		30	"TAIWAN:  TAINAN"	23.1	120.3		6		6					8	260	3			100	2		2	500	3			260	3			100	2		2	500	3		
	1267	1736	12	5	6					"ECUADOR"		160	"ECUADOR"	-0.841	-78.695											2						2						2						2				
	1268	1737	10	11				2691		"INDIA"		60	"INDIA:  CALCUTTA"																																			
	6001	1737	10	16	16	0		412		"RUSSIA"		50	"RUSSIA:  KAMCHATKA"	51.1	158																						3	1										
	1270	1737	11	4	8		0			"RUSSIA"		50	"RUSSIA:  OFF KAMCHATKA"	55.5	163	20	7.8						7.8	10																								
	1271	1737	12	17			0	414		"RUSSIA"		50	"RUSSIA:  KURIL ISLANDS"	50	157	50	7.5						7.5	9																								
	1272	1737	12	24				415		"CHILE"		160	"CHILE: VALDIVIA, CHILOE"	-43	-74		8		8					11		2						2		2				2						2		2		
	10477	1738	3	30						"CROATIA"		130	"BALKANS NW:  CROATIA:  MEDIMURJE"	46.45	16.39		5.1				5.1			8								2												2				
	7963	1738	5	19						"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	33.2	104.2		5.5		5.5					7		2						2		2				2						2		2		
	6002	1738	7	19				416		"GREECE"		130	"GREECE:  MILOS ISLAND:  ZEFIRIA"	36.8	24.4		6.5		6.5													2		2										2		2		
	7964	1738								"CHINA"		30	"CHINA:  QINGHAI PROVINCE"	33.3	96.6		6.5		6.5					8	336	3											336	3										
	1274	1739	1	3						"CHINA"		30	"CHINA:  NINGXIA"	38.9	106.5		8		8					10	50000	4						4		4			50000	4						4		4		
	1275	1739	2	4			0			"SERBIA"		130	"BALKANS NW:  SERBIA"	44	21.3									10																								
	1273	1739	3	24						"PERU"		160	"PERU:  SANTA CATALINA"	-14.1	-73.2									7		3						3						3						3				
	1277	1739	7	14						"MEXICO"		150	"MEXICO:  COLIMA"	19.2	-104																	3																
	1276	1739	7				0			"AZORES (PORTUGAL)"		130	"AZORES:  FLORES"	39.3	-31.1									10																								
	1278	1739	8	16			0			"JAPAN"		30	"JAPAN:  N SANRIKU,MUTSU"	40.7	142.3		7.1						7.1									2																
	1279	1740	8	25						"MEXICO"		150	"MEXICO:  OAXACA,MEXICO CITY"	17	-96.3									6								2				2								2				2
	1280	1740	11	12			0			"SERBIA"		130	"BALKANS NW:  SERBIA"	45.1	19.8									10																								
	1281	1741	4	24			0			"ITALY"		130	"ITALY:  FABRIANO"	43.2	12.6									10								3																
	1282	1741	6	23			0			"GREECE"		130	"GREECE"	38.5	20.5									10																								
	1283	1742	2	14	2		0			"GREECE"		130	"GREECE:  S"	37.8	21									10																								
	9783	1742	3	23				420		"CHILE"		160	"CHILE:  CONCEPCION"	-36.8	-73																																	
	1284	1742	6	27	5	30	0			"RUSSIA"		40	"RUSSIA: LAKE BAYKAL (BAIKAL)"	53.3	104	40	7.7						7.7	10																								
	1285	1742	9	14			0			"GREECE"		130	"GREECE:  S"	37.8	21									10																								
	1286	1742	11	18				421		"RUSSIA"		50	"RUSSIA:  KURIL ISLANDS"	50.5	157	40	7.5						7.5																									
	1288	1743	1	12	8		0			"PHILIPPINES"		170	"PHILIPPINES:  LUZON:  TAYABAS,LAGUNA"	14	121.6									10	5	1						2																
	7777	1743	2	20	23	30		3164		"ITALY"		130	"ITALY:  SALENTO"	40.3	17.35		6.9		6.9					9								2												2				
	1290	1743	9				0			"PHILIPPINES"		170	"PHILIPPINES:  LEYTE"	11.2	124.3																	3																
	1291	1743	10	18	15	45	0			"COLOMBIA"		160	"COLOMBIA:  BOGOTA"	4.5	-73.8																	3																
	6023	1744						422		"PHILIPPINES"		170	"W. LUZON ISLAND, PHILIPPINES"	17	121																																	
	1295	1746	10	29	3	30		424		"PERU"		160	"PERU:  LIMA, CALLAO"	-11.996	-77.198	30	8		8					11	1141	4						4	2975	4			5941	4						4		4		
	10541	1746						5781		"COSTA RICA"		90	"COSTA RICA:  MATINA"	10.2	-82.9																	1												1				
	1298	1747								"PERU"		160	"PERU:  CARABAYA PROVINCE:  AYAPATA"	-13.9	-70.35	20								9		3						3						3						3				
	9910	1747						428		"PHILIPPINES"		170	"PHILIPPINES: SE LUZON IS: NAGA"	13.6	123.2									7																								
	8095	1748	3	6						"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	30.1	101.9		5.5		5.5					7	15	1						1	14	1			15	1			34	1		1	14			
	1299	1748	3	23	6	15				"SPAIN"		130	"SPAIN:  VALENCE"	39	-0.65									9		3						2		3				3						2		3		
	8096	1748	5	2						"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	32.9	103.6		5.5		5.5					7								2												2				
	1300	1748	5	14				429		"GREECE"		130	"GREECE:  VOSTIZA (EGIO, AIGIO, AEGHION)"	38.3	22.1		6.8		6.8					9								3		3				3						3		3		
	7965	1748	8	30						"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	30.4	101.6		6		6					7	5	1						1	72	2			5	1						1	72	2		
	1301	1748	11	21						"CHINA"		30	"CHINA:  NINGXIA"	36.4	106.1		5.5		5.5					7	40	1						2	130	3			40	1						2	130	3		
	1304	1749	8	12	1			431	753	"PHILIPPINES"		170	"PHILIPPINES:  TAAL VOLCANO"	14.002	120.993									9								3		3				1						3		3		
	1302	1749								"MEXICO"		150	"MEXICO:  COLIMA, GUADALAJARA, MEXICO CITY"	20.7	-103.3																	3		3										3		3		
	1306	1750	5	24						"FRANCE"		120	"FRANCE:  TARBES, LOURDES"	43.2	0.8									9		2						3						2						3				
	1307	1750	6	7			0			"GREECE"		130	"GREECE:  MOREA,CERIGO"	36.2	23									10	2000	4																						
	1308	1750	9	15						"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	24.7	102.9		6		6					8	37	1						2		2			37	1						2		2		
	1309	1750	10					3688		"BULGARIA"		110	"BULGARIA:  PLOVDIV"	42.1	24.8									10								3		3		3								3		3		
	1310	1750	12	17				3165		"CROATIA"		130	"BALKANS NW:  CROATIA:  RIJEKA (FIUME)"	46	12.25									10		3						3		3				3						3		3		
	1305	1750								"MEXICO"		150	"MEXICO:  COLIMA, GUADALAJARA, MEXICO CITY"	20.7	-103.3																	3		3										3		3		
	5906	1750						434		"MYANMAR (BURMA)"		60	"MYANMAR (BURMA) COAST"	18.5	93.4																																	
	6837	1750						433		"VENEZUELA"		90	"VENEZUELA:  CUMANA"	10.5	-64.2																																	
	1314	1751	4	25			0			"COLOMBIA"		160	"COLOMBIA:  POPAYAN"	2.5	-76.5																	3																
	1315	1751	5	20				439		"JAPAN"		30	"JAPAN:  HONSHU:  NW"	37.2	138.1		6.6		6.6						2100	4						4	9100	4			2100	4						4	9100	4		
	1319	1751	5	25	5	30		440		"CHILE"		160	"CHILE:  CONCEPCION, CHILLAN, TALCA, TUTUBEN, CURICO"	-36.83	-71.63		8.5		8.5					11								3		3			65	2						3		3		
	1317	1751	5	25						"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	26.5	99.9		6.8		6.8					9	900	3						4	15712	4			900	3						4	15712	4		
	1320	1751	6	18						"GREECE"		130	"GREECE:  SAMOS ISLAND"	37.8	27									10								2		3										2		3		
	1321	1751	7	26	19	30	0			"ITALY"		130	"ITALY:  GUALDO,NOCERA"	43.2	12.8									10																								
	1322	1751	8	18			0			"DOMINICAN REPUBLIC"		90	"DOMINICAN REPUBLIC"	19	-70																	3																
	6010	1751	9	15	0	0	0	2388		"HAITI"		90	"HAITI: PORT-AU-PRINCE"	18.5	-72.3	0																2																
	1323	1751	10	18	19		0	443		"DOMINICAN REPUBLIC"		90	"DOMINICAN REPUBLIC:  AZUA DE COMPOSTELA"	18.5	-70.7	33																3																
	8263	1751	11	21	9	45		3166		"ITALY"		130	"ITALY:  LIGURIA (LIGURIE), GAULE"	43.8	9									7								1												1				
	1324	1751	11	21	12	50	0	444		"HAITI"		90	"HAITI:  PORT-AU-PRINCE"	18.5	-72.3																	3																
	7968	1752	4	28				445		"PORTUGAL"		130	"PORTUGAL:  BUARCOS, AVEIRO"	40.4	-8.7																																	
	1327	1752	6	21			0			"SYRIA"		140	"SYRIA:  COAST; ISRAEL"	35	36									8	20000	4																						
	1326	1752	6				0			"GREECE"		130	"GREECE:  S"	37.8	21									10																								
	1325	1752					0			"ISRAEL"		140	"ISRAEL:  PALESTINE; SYRIA"	31.2	34.2									8	20000	4																						
	1328	1754	5	15	21				754	"PHILIPPINES"		170	"PHILIPPINES:  TAAL VOLCANO"	14.002	120.993									10	12	1						4		4			12	1						4		4		
	5907	1754	8	18				449		"INDONESIA"		170	"INDONESIA:  AMBON ISLAND"	-3.5	128.5		6.5		6.5						4	1						2		2		2	4	1						2		2		2
	1330	1754	9	1	7	0		452		"MEXICO"		150	"MEXICO:  ACAPULCO"	16.8	-99.2																	3		3										3		3		
	1329	1754	9	2						"EGYPT"		15	"EGYPT:  AL-QAHIRAH (CAIRO)"	30.8	31										40000	4						3					40000	4										
	5908	1754	9	7				453		"INDONESIA"		170	"INDONESIA:  BANDA SEA"	-3.5	128.5																																	
	1331	1755	1	27						"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	24.7	102.2		6.5		6.5					8	270	3			80	2		3	4040	4			270	3			80	2		3	4040	4		
	1332	1755	2	8						"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	23.8	102.7		6		6					8	70	2			20	1		2	700	3			70	2			20	1		2	700	3		
	1333	1755	2	26			0			"SERBIA"		130	"BALKANS NW:  SERBIA"	42.5	21.9									10																								
	1334	1755	4	26						"ECUADOR"		160	"ECUADOR:  PICHINCHA, QUITO"	-0.2	-78.5		7						7	9		3						3		3				3						3		3		
	1336	1755	6	7			0			"IRAN"		140	"IRAN:  N:  TABRIZ,KASHAN"	34	51.5										40000	4						3																
	1339	1755	11	1	9	30		456		"PORTUGAL"		130	"PORTUGAL:  LISBON"	37	-10		8.5	8.5						11	50000	4						4		4		4	50000	4						4		4		4
	10546	1755	11	16	15	30		4284		"ATLANTIC OCEAN"		70	"SPAIN: CORUNA"	43.4	-11									7								1												1				
	5828	1755	11	18	9	11	35	459		"USA"	"MA"	150	"MASSACHUSETTS:  EAST OF CAPE ANN"	42.7	-70.3		7				7			8								2																
	1342	1755	11	19						"MOROCCO"		15	"MOROCCO:  MEKNES, FES"	34.08	-5									10	3000	4						3					3000	4						3				
	1343	1755	12	9	13	30	0			"SWITZERLAND"		120	"SWITZERLAND"	46.3	8									8								3																
	10548	1755	12	21	9			4266		"PORTUGAL"		130	"PORTUGAL:  LISBON"	37	-10									8	300	3						2		2			300	3						2		2		
	7939	1756	3	29				461		"PORTUGAL"		130	"PORTUGAL:  LISBON"	38.7	-9																																	
	1345	1757	2	22						"ECUADOR"		160	"ECUADOR:  COTOPAXI,TUNGURAHUA, LATACUNGA"	-0.9	-78.6		7						7	9	1000	3						3																
	1346	1757	4	15						"MOROCCO"		15	"MOROCCO:  SALE, CAPE CANTIN"	34	-6.8										3000	4						3					3000	4						3				
	1347	1757	7	4			0			"CROATIA"		130	"BALKANS NW:  CROATIA"	45.8	17.4									10																								
	1348	1757	7	9	23	45		462	4512	"AZORES (PORTUGAL)"		130	"AZORES:  SAO JORGE"	38.65	-28.08									11	1053	4						3		4			1053	4						3		4		
	1350	1757	7	14			0			"ITALY"		130	"ITALY:  CALABRIA,COSENZA"	39.3	16.2																	2																
	7889	1757	7	15				463		"UK"		120	"UNITED KINGDOM:  ENGLAND: ST. MARY, SCILLY ISLANDS"	49.92	-6.32																																	
	1351	1757	8	6						"ITALY"		130	"ITALY:  SIRACUSA (SYRACUSE)"	37	15									9	10000	4						3																
	6028	1757	8	24				465		"INDONESIA"		60	"INDONESIA:  JAKARTA"	-6	107		7.5		7.5																													
	1353	1758	1							"TUNISIA"		15	"TUNISIA:  TUNIS, CONSTANTINE"	36.8	10.2									10	3000	4						3		3		3	3000	4						3		3		
	1354	1758	6	13			0			"AZORES (PORTUGAL)"		130	"AZORES:  LUZ"	37	-26									11																								
	1356	1759	3	30	13	30	0			"ITALY"		130	"ITALY:  PINEROLO"	44.9	7.3									10																								
	1357	1759	6	2	1		0			"GREECE"		130	"GREECE"	38	20.5									10																								
	1358	1759	6	26			0			"GREECE"		130	"GREECE-BULGARIA:  THESSALONIKI; BULGARIA:  PLOVDIV"	41	24																	3																
	1359	1759	6	29						"MEXICO"		150	"MEXICO:  JORULLO"	19.5	-102.3									8								3		3										3		3		
	1360	1759	10	30				466		"ISRAEL"		140	"ISRAEL:  ZEFAT (SAFED)"	33	35.5		6.4		6.4													2												2				
	1362	1759	11	25						"LEBANON"		140	"LEBANON-SYRIA:  BAALBEC; SYRIA: DAMASCUS, ANTIOCH"	33.3	35.7										30000	4																						
	1363	1760	7	11						"CUBA"		90	"CUBA:  SANTIAGO DE CUBA"	19.9	-76									8								2												2				
	6035	1761	3	30	23	1		468		"PORTUGAL"		130	"PORTUGAL: LISBON, PORTO"	34.5	-13		8.5		8.5					9	25	1						2		3			25	1						2		3		
	1364	1761	5	23						"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	24.4	102.5		6		6					8	120	3			120	3		3	1900	4			120	3			120	3		3	1900	4		
	1365	1761	11	3						"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	24.4	102.5		6		6					7	50	1			30	1		2	960	3			50	1			30	1		2	960	3		
	1366	1761	12	9	17	20	0			"RUSSIA"		40	"RUSSIA; MONGOLIA"	50	90	30	7.7						7.7	10																								
	1368	1762	4	2				471		"BANGLADESH"		60	"BANGLADESH:  CHITTAGONG, DACCA, ARRACAN"	22	92									11	200	3						3						3						3				
	5909	1762	10	31				474		"JAPAN"		30	"JAPAN:  NW. HONSHU I. (SADO)"	38.1	138.7		6.6		6.6							2												2						1	26	1		
	1369	1763	1	29				475		"JAPAN"		30	"JAPAN:  SANRIKU,MUTSU"	40.5	143.5		7.4		7.4																									2	2	1		
	5910	1763	3	11				476		"JAPAN"		30	"N. SANRIKU, JAPAN"	41	142.5		7.8		7.8																									2		2		
	1370	1763	3	15				477		"JAPAN"		30	"JAPAN:  SANRIKU:  HACHINOHE"	40.7	142		7.1		7.1																			3						3		3		
	1372	1763	6	28	5	28				"HUNGARY"		110	"HUNGARY:  GYOR; CZECHOSLOVAKIA:  KOMAROM"	47.7	18.2		6.2						6.2	9	83	2						1																
	6036	1763	9	12				479		"INDONESIA"		170	"INDONESIA:  BANDANEIRA"	-6	130																	2		3			7	1						2		3		
	1373	1763	12	30						"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	24.3	102.8		6.5		6.5				6.5	8	1000	3						4	4500	4			1000	1						4	4500	4		
	10205	1764	7							"HONDURAS"		90	"HONDURAS: TRUJILLO"	15.91	-85.96		6.5	6.5						8								1	108	3										1	108	3		
	7938	1764	12	26	10	0		3546		"PORTUGAL"		130	"PORTUGAL:  LISBON"	38.7	-9.2																																	
	1374	1765	4							"EL SALVADOR"		100	"EL SALVADOR:  SAN SALVADOR"	13.7	-89.2										50	1				3		2					50	1				3		2				
	1375	1765	9	2						"CHINA"		30	"CHINA:  GANSU PROVINCE:  WUSHAN, GANGU"	34.8	105		6.5		6.5					9	2068	4						4	74748	4			2068	4						4	74748	4		
	10015	1765						5489		"CHILE"		160	"CHILE:  VALPARAISO"	-33.05	-71.617																																	
	1378	1766	3	8				487		"JAPAN"		30	"JAPAN:  HIROSAKI"	40.9	140.7		6.9		6.9						1700	4						3	8200	4	8200	4	1700	4						3	8200	4		
	1379	1766	5	22	5	30	0	2320		"TURKEY"		140	"TURKEY"	40.8	29		6.5		6.5				7.1	10								2												2				
	1380	1766	6	9			0			"IRAN"		140	"IRAN:  LAR"	27.7	54.3																	3																
	1381	1766	6	12	5	0		489		"CUBA"		90	"CUBA:  SANTIAGO DE CUBA"	19.9	-76.1	25	6.8		6.8					9	40	1			700	3		3		3			40	1			700	3		3		3		
	1382	1766	7	9	21		0			"COLOMBIA"		160	"COLOMBIA:  BUGA,CALI,POPAYAN"	3.7	-76.3									9								3																
	1383	1766	7	11	5	6	0			"GREECE"		130	"GREECE"	38	20.5									10																								
